Mejor y peor marca de cada deportista
id_deportista,id_especialidad,nombre_torneo,intento,marca,tipo_marca
140,5,Torneo de Mongolia,1,208842.0,mejor
140,5,Torneo de Armenia,1,229580.0,peor
355,9,Torneo de Japan,1,7302153.0,mejor
355,9,Torneo de Honduras,1,8030109.0,peor
521,13,Torneo de Saint Kitts and Nevis,9,261.0,mejor
521,13,Torneo de Pakistan,4,237.0,peor
29,2,Torneo de Belize,1,19515.0,mejor
29,2,Torneo de Japan,1,21448.0,peor
633,16,Torneo de Puerto Rico,3,1996.0,mejor
633,16,Torneo de Russia,1,1815.0,peor
38,1,Torneo de Mongolia,1,9779.0,mejor
38,1,Torneo de Costa Rica,1,10718.0,peor
356,9,Torneo de Tanzania,1,7302147.0,mejor
356,9,Torneo de Cambodia,1,8030629.0,peor
357,9,Torneo de Ecuador,1,7306648.0,mejor
357,9,Torneo de Iceland,1,8027315.0,peor
384,10,Torneo de Moldova,1,12100.0,mejor
384,10,Torneo de Tunisia,1,13306.0,peor
693,18,Torneo de Rwanda,4,7903.0,mejor
693,18,Torneo de Cambodia,6,7186.0,peor
151,4,Torneo de Malawi,1,101895.0,mejor
151,4,Torneo de Pakistan,1,112043.0,peor
213,6,Torneo de Angola,1,773126.0,mejor
213,6,Torneo de Estonia,1,849223.0,peor
463,12,Torneo de Germany,1,481095.0,mejor
463,12,Torneo de Mali,1,529132.0,peor
591,15,Torneo de Suriname,5,956.0,mejor
591,15,Torneo de Uzbekistan,10,869.0,peor
23,1,Torneo de Suriname,1,9760.0,mejor
23,1,Torneo de Mauritius,1,10732.0,peor
247,7,Torneo de Philippines,1,1608863.0,mejor
247,7,Torneo de Thailand,1,1768687.0,peor
410,11,Torneo de Mexico,1,46095.0,mejor
410,11,Torneo de Wales,1,50689.0,peor
135,4,Torneo de San Marino,1,102008.0,mejor
135,4,Torneo de Rwanda,1,112055.0,peor
113,3,Torneo de Czechia,1,43452.0,mejor
113,3,Torneo de Afghanistan,1,47776.0,peor
663,17,Torneo de Turkey,2,2520.0,mejor
663,17,Torneo de United States,9,2291.0,peor
216,6,Torneo de Qatar,1,772725.0,mejor
216,6,Torneo de United Kingdom,1,848818.0,peor
575,15,Torneo de Romania,9,956.0,mejor
575,15,Torneo de Chad,10,869.0,peor
138,4,Torneo de Tunisia,1,102083.0,mejor
138,4,Torneo de Bulgaria,1,112070.0,peor
765,19,Torneo de Kazakhstan,9,8990.0,mejor
765,19,Torneo de Ukraine,2,8175.0,peor
359,9,Torneo de Congo Republic of the,1,7311718.0,mejor
359,9,Torneo de Andorra,1,8030767.0,peor
79,2,Torneo de Peru,1,19503.0,mejor
79,2,Torneo de Greece,1,21434.0,peor
615,16,Torneo de Indonesia,8,1996.0,mejor
615,16,Torneo de Central African Republic,10,1814.0,peor
524,14,Torneo de Mexico,2,667.0,mejor
524,14,Torneo de Guinea-Bissau,10,606.0,peor
268,7,Torneo de Israel,1,1608528.0,mejor
268,7,Torneo de Gabon,1,1768742.0,peor
733,19,Torneo de El Salvador,9,8988.0,mejor
733,19,Torneo de Comoros,6,8178.0,peor
540,14,Torneo de Iceland,8,667.0,mejor
540,14,Torneo de Austria,10,606.0,peor
789,20,Torneo de Jordan,7,9966.0,mejor
789,20,Torneo de Singapore,10,9067.0,peor
178,5,Torneo de Armenia,1,208951.0,mejor
178,5,Torneo de French Guiana,1,229494.0,peor
409,11,Torneo de United Arab Emirates,1,46120.0,mejor
409,11,Torneo de Georgia,1,50698.0,peor
127,4,Torneo de Hungary,1,101989.0,mejor
127,4,Torneo de Slovenia,1,111995.0,peor
18,1,Torneo de Gambia,1,9764.0,mejor
18,1,Torneo de Timor-Leste,1,10733.0,peor
794,20,Torneo de Chad,9,9967.0,mejor
794,20,Torneo de Saint Vincent and the Grenadines,3,9063.0,peor
235,6,Torneo de Qatar,1,772328.0,mejor
235,6,Torneo de Syria,1,849255.0,peor
648,17,Torneo de Sri Lanka,8,2521.0,mejor
648,17,Torneo de Ukraine,8,2291.0,peor
154,4,Torneo de Bosnia and Herzegovina,1,101926.0,mejor
154,4,Torneo de Tonga,1,112071.0,peor
242,6,Torneo de Algeria,1,772318.0,mejor
242,6,Torneo de Serbia,1,849207.0,peor
199,6,Torneo de Grenada,1,772743.0,mejor
199,6,Torneo de Mexico,1,848834.0,peor
372,10,Torneo de Timor-Leste,1,12098.0,mejor
372,10,Torneo de Lesotho,1,13306.0,peor
504,13,Torneo de Brazil,8,261.0,mejor
504,13,Torneo de Congo Republic of the,10,237.0,peor
608,16,Torneo de Cabo Verde,7,1996.0,mejor
608,16,Torneo de Niger,3,1815.0,peor
577,15,Torneo de Antigua and Barbuda,9,956.0,mejor
577,15,Torneo de Nicaragua,2,869.0,peor
473,12,Torneo de Tunisia,1,481272.0,mejor
473,12,Torneo de Sweden,1,529080.0,peor
589,15,Torneo de Sierra Leone,8,956.0,mejor
589,15,Torneo de Bahamas,2,870.0,peor
323,8,Torneo de Pakistan,1,3481578.0,mejor
323,8,Torneo de Moldova,1,3825513.0,peor
708,18,Torneo de French Guiana,8,7905.0,mejor
708,18,Torneo de Iraq,7,7190.0,peor
211,6,Torneo de Guyana,1,772143.0,mejor
211,6,Torneo de Lebanon,1,849211.0,peor
387,10,Torneo de Eritrea,1,12100.0,mejor
387,10,Torneo de New Zealand,1,13308.0,peor
78,2,Torneo de Saudi Arabia,1,19506.0,mejor
78,2,Torneo de Liechtenstein,1,21433.0,peor
338,9,Torneo de Lebanon,1,7304505.0,mejor
338,9,Torneo de Chile,1,8028679.0,peor
260,9,Torneo de Russia,1,7307624.0,mejor
260,9,Torneo de Malta,1,8030678.0,peor
363,9,Torneo de Burundi,1,7304424.0,mejor
363,9,Torneo de Laos,1,8030868.0,peor
369,10,Torneo de Netherlands,1,12119.0,mejor
369,10,Torneo de South Africa,1,13308.0,peor
706,18,Torneo de United States,5,7900.0,mejor
706,18,Torneo de Switzerland,7,7187.0,peor
175,5,Torneo de Papua New Guinea,1,208795.0,mejor
175,5,Torneo de Wales,1,229640.0,peor
229,6,Torneo de Algeria,1,772303.0,mejor
229,6,Torneo de Australia,1,849287.0,peor
224,7,Torneo de Eritrea,1,1608470.0,mejor
224,7,Torneo de Turkey,1,1767213.0,peor
216,7,Torneo de Seychelles,1,1608123.0,mejor
216,7,Torneo de United States,1,1768131.0,peor
321,9,Torneo de Equatorial Guinea,1,7308210.0,mejor
321,9,Torneo de Northern Ireland,1,8028981.0,peor
42,2,Torneo de Oman,1,19508.0,mejor
42,2,Torneo de Austria,1,21449.0,peor
373,10,Torneo de Tunisia,1,12104.0,mejor
373,10,Torneo de Oman,1,13305.0,peor
362,9,Torneo de Slovakia,1,7307905.0,mejor
362,9,Torneo de Myanmar,1,8024238.0,peor
441,11,Torneo de Dominica,1,46103.0,mejor
441,11,Torneo de Jamaica,1,50685.0,peor
712,18,Torneo de Rwanda,8,7905.0,mejor
712,18,Torneo de Central African Republic,3,7191.0,peor
703,18,Torneo de Lithuania,5,7905.0,mejor
703,18,Torneo de Iraq,5,7191.0,peor
340,9,Torneo de Turkey,1,7301667.0,mejor
340,9,Torneo de Japan,1,8030158.0,peor
756,19,Torneo de Russia,9,8990.0,mejor
756,19,Torneo de Lebanon,9,8179.0,peor
220,6,Torneo de Saudi Arabia,1,772128.0,mejor
220,6,Torneo de Bahamas,1,848817.0,peor
165,6,Torneo de Argentina,1,772184.0,mejor
165,6,Torneo de Colombia,1,849290.0,peor
301,8,Torneo de Grenada,1,3484115.0,mejor
301,8,Torneo de Thailand,1,3827304.0,peor
206,7,Torneo de Eritrea,1,1608136.0,mejor
206,7,Torneo de Scotland,1,1767755.0,peor
554,14,Torneo de Timor-Leste,8,667.0,mejor
554,14,Torneo de South Africa,10,606.0,peor
184,6,Torneo de Australia,1,772098.0,mejor
184,6,Torneo de Panama,1,849167.0,peor
776,20,Torneo de India,8,9965.0,mejor
776,20,Torneo de Trinidad and Tobago,8,9071.0,peor
205,6,Torneo de Bangladesh,1,772111.0,mejor
205,6,Torneo de Azerbaijan,1,849153.0,peor
728,19,Torneo de Colombia,8,8991.0,mejor
728,19,Torneo de Nepal,9,8175.0,peor
214,6,Torneo de Nigeria,1,772331.0,mejor
214,6,Torneo de Norway,1,849264.0,peor
278,8,Torneo de Mauritania,1,3483721.0,mejor
278,8,Torneo de Denmark,1,3828808.0,peor
668,19,Torneo de Panama,10,8985.0,mejor
668,19,Torneo de Guinea,3,8174.0,peor
459,12,Torneo de Armenia,1,481195.0,mejor
459,12,Torneo de Ukraine,1,529086.0,peor
475,12,Torneo de Barbados,1,481045.0,mejor
475,12,Torneo de Congo Republic of the,1,528968.0,peor
542,14,Torneo de India,9,667.0,mejor
542,14,Torneo de Moldova,1,606.0,peor
181,6,Torneo de Nicaragua,1,772861.0,mejor
181,6,Torneo de Grenada,1,849217.0,peor
683,17,Torneo de Scotland,8,2521.0,mejor
683,17,Torneo de Bhutan,6,2292.0,peor
166,5,Torneo de Sierra Leone,1,208813.0,mejor
166,5,Torneo de Suriname,1,229579.0,peor
209,6,Torneo de Kyrgyzstan,1,772176.0,mejor
209,6,Torneo de Puerto Rico,1,848785.0,peor
205,7,Torneo de Zambia,1,1608319.0,mejor
205,7,Torneo de Azerbaijan,1,1768601.0,peor
34,1,Torneo de Namibia,1,9760.0,mejor
34,1,Torneo de Haiti,1,10736.0,peor
111,3,Torneo de Niger,1,43454.0,mejor
111,3,Torneo de Cameroon,1,47793.0,peor
80,2,Torneo de Guinea-Bissau,1,19522.0,mejor
80,2,Torneo de Sao Tome and Principe,1,21440.0,peor
738,19,Torneo de Suriname,3,8988.0,mejor
738,19,Torneo de Bahrain,7,8179.0,peor
481,12,Torneo de Saint Vincent and the Grenadines,1,481379.0,mejor
481,12,Torneo de Bolivia,1,529087.0,peor
28,2,Torneo de Georgia,1,19506.0,mejor
28,2,Torneo de Uzbekistan,1,21444.0,peor
260,8,Torneo de Belarus,1,3482276.0,mejor
260,8,Torneo de Malawi,1,3825488.0,peor
185,5,Torneo de Finland,1,208809.0,mejor
185,5,Torneo de Comoros,1,229641.0,peor
759,19,Torneo de Kuwait,2,8992.0,mejor
759,19,Torneo de Nicaragua,7,8185.0,peor
179,5,Torneo de Costa Rica,1,208786.0,mejor
179,5,Torneo de Azerbaijan,1,229632.0,peor
564,15,Torneo de Ghana,5,956.0,mejor
564,15,Torneo de North Korea,2,869.0,peor
435,11,Torneo de Serbia,1,46104.0,mejor
435,11,Torneo de Germany,1,50693.0,peor
428,11,Torneo de Papua New Guinea,1,46118.0,mejor
428,11,Torneo de Ethiopia,1,50693.0,peor
652,17,Torneo de United Arab Emirates,1,2521.0,mejor
652,17,Torneo de Italy,3,2292.0,peor
602,15,Torneo de Palau,8,956.0,mejor
602,15,Torneo de Thailand,2,869.0,peor
23,2,Torneo de Tonga,1,19501.0,mejor
23,2,Torneo de Austria,1,21423.0,peor
2,1,Torneo de Puerto Rico,1,9760.0,mejor
2,1,Torneo de Libya,1,10736.0,peor
250,7,Torneo de Guyana,1,1608244.0,mejor
250,7,Torneo de Tanzania,1,1768606.0,peor
585,15,Torneo de Burundi,9,956.0,mejor
585,15,Torneo de Namibia,5,869.0,peor
377,10,Torneo de Nauru,1,12104.0,mejor
377,10,Torneo de Ivory Coast,1,13306.0,peor
538,14,Torneo de Venezuela,2,667.0,mejor
538,14,Torneo de Norway,10,606.0,peor
760,19,Torneo de Brazil,10,8989.0,mejor
760,19,Torneo de Sudan,1,8174.0,peor
170,5,Torneo de Dominican Republic,1,208784.0,mejor
170,5,Torneo de Guatemala,1,229586.0,peor
644,16,Torneo de Senegal,8,1995.0,mejor
644,16,Torneo de Congo Democratic Republic of the,7,1815.0,peor
17,1,Torneo de San Marino,1,9760.0,mejor
17,1,Torneo de Belize,1,10733.0,peor
460,12,Torneo de New Zealand,1,481036.0,mejor
460,12,Torneo de Canada,1,529061.0,peor
203,5,Torneo de Turkey,1,208852.0,mejor
203,5,Torneo de Gabon,1,229623.0,peor
771,20,Torneo de Morocco,8,9940.0,mejor
771,20,Torneo de Jamaica,1,9087.0,peor
741,19,Torneo de Wales,4,8987.0,mejor
741,19,Torneo de Nigeria,10,8176.0,peor
484,13,Torneo de Tonga,9,261.0,mejor
484,13,Torneo de Qatar,10,237.0,peor
604,15,Torneo de Latvia,8,956.0,mejor
604,15,Torneo de Northern Ireland,10,870.0,peor
152,4,Torneo de Monaco,1,101904.0,mejor
152,4,Torneo de Angola,1,112022.0,peor
21,2,Torneo de Kuwait,1,19509.0,mejor
21,2,Torneo de Italy,1,21440.0,peor
449,12,Torneo de Moldova,1,482078.0,mejor
449,12,Torneo de Turkmenistan,1,528354.0,peor
559,14,Torneo de Turkmenistan,8,667.0,mejor
559,14,Torneo de Denmark,10,606.0,peor
125,4,Torneo de Malta,1,101977.0,mejor
125,4,Torneo de Sudan,1,112075.0,peor
647,17,Torneo de Panama,6,2521.0,mejor
647,17,Torneo de Nigeria,1,2291.0,peor
634,16,Torneo de Maldives,3,1996.0,mejor
634,16,Torneo de Saint Lucia,9,1814.0,peor
200,5,Torneo de Turkey,1,208821.0,mejor
200,5,Torneo de Lithuania,1,229632.0,peor
536,14,Torneo de Singapore,8,667.0,mejor
536,14,Torneo de Nicaragua,4,606.0,peor
426,11,Torneo de France,1,46092.0,mejor
426,11,Torneo de Iraq,1,50674.0,peor
751,19,Torneo de Sudan,4,8990.0,mejor
751,19,Torneo de Vanuatu,1,8175.0,peor
192,5,Torneo de Mali,1,208884.0,mejor
192,5,Torneo de Barbados,1,229430.0,peor
613,16,Torneo de United Kingdom,2,1996.0,mejor
613,16,Torneo de French Guiana,1,1814.0,peor
430,11,Torneo de Azerbaijan,1,46138.0,mejor
430,11,Torneo de Dominican Republic,1,50693.0,peor
716,18,Torneo de Argentina,8,7905.0,mejor
716,18,Torneo de Georgia,3,7187.0,peor
570,15,Torneo de Finland,9,956.0,mejor
570,15,Torneo de Lesotho,4,869.0,peor
99,3,Torneo de Estonia,1,43477.0,mejor
99,3,Torneo de Taiwan,1,47769.0,peor
358,9,Torneo de Bahrain,1,7303429.0,mejor
358,9,Torneo de Luxembourg,1,8026434.0,peor
91,3,Torneo de Burkina Faso,1,43463.0,mejor
91,3,Torneo de Equatorial Guinea,1,47750.0,peor
666,17,Torneo de Bahrain,5,2521.0,mejor
666,17,Torneo de Kazakhstan,5,2291.0,peor
155,4,Torneo de South Korea,1,101899.0,mejor
155,4,Torneo de Canada,1,111989.0,peor
253,7,Torneo de Montenegro,1,1609982.0,mejor
253,7,Torneo de Vatican City,1,1768566.0,peor
129,4,Torneo de Vanuatu,1,101920.0,mejor
129,4,Torneo de Cuba,1,111991.0,peor
752,19,Torneo de New Zealand,10,8992.0,mejor
752,19,Torneo de Hungary,2,8179.0,peor
702,18,Torneo de Norway,4,7905.0,mejor
702,18,Torneo de Mexico,1,7187.0,peor
112,3,Torneo de Australia,1,43471.0,mejor
112,3,Torneo de Cambodia,1,47791.0,peor
153,4,Torneo de Hungary,1,101954.0,mejor
153,4,Torneo de South Africa,1,112078.0,peor
637,16,Torneo de Kenya,9,1996.0,mejor
637,16,Torneo de Togo,4,1815.0,peor
400,10,Torneo de Tonga,1,12098.0,mejor
400,10,Torneo de Eritrea,1,13305.0,peor
404,11,Torneo de Israel,1,46102.0,mejor
404,11,Torneo de Ivory Coast,1,50697.0,peor
561,14,Torneo de Wales,9,666.0,mejor
561,14,Torneo de Lesotho,10,606.0,peor
297,8,Torneo de Congo Democratic Republic of the,1,3481150.0,mejor
297,8,Torneo de Panama,1,3829025.0,peor
790,20,Torneo de Portugal,8,9966.0,mejor
790,20,Torneo de Guinea-Bissau,4,9062.0,peor
114,3,Torneo de Malta,1,43467.0,mejor
114,3,Torneo de Timor-Leste,1,47786.0,peor
553,14,Torneo de Qatar,9,667.0,mejor
553,14,Torneo de Ireland,4,606.0,peor
532,14,Torneo de Mauritania,4,667.0,mejor
532,14,Torneo de Trinidad and Tobago,1,606.0,peor
243,6,Torneo de Djibouti,1,772375.0,mejor
243,6,Torneo de Czechia,1,849135.0,peor
106,3,Torneo de Niger,1,43484.0,mejor
106,3,Torneo de Guatemala,1,47772.0,peor
201,5,Torneo de Oman,1,208772.0,mejor
201,5,Torneo de Equatorial Guinea,1,229624.0,peor
579,15,Torneo de Bangladesh,4,956.0,mejor
579,15,Torneo de Mexico,2,869.0,peor
773,20,Torneo de Rwanda,4,9960.0,mejor
773,20,Torneo de Burundi,8,9061.0,peor
505,13,Torneo de Chile,9,261.0,mejor
505,13,Torneo de Spain,1,237.0,peor
66,2,Torneo de Botswana,1,19514.0,mejor
66,2,Torneo de Gambia,1,21444.0,peor
764,19,Torneo de Grenada,6,8984.0,mejor
764,19,Torneo de El Salvador,8,8175.0,peor
171,5,Torneo de Malta,1,208888.0,mejor
171,5,Torneo de Austria,1,229634.0,peor
696,18,Torneo de Uganda,5,7905.0,mejor
696,18,Torneo de Vietnam,4,7190.0,peor
224,6,Torneo de Nepal,1,772409.0,mejor
224,6,Torneo de Nicaragua,1,849204.0,peor
345,9,Torneo de Albania,1,7306906.0,mejor
345,9,Torneo de Senegal,1,8027660.0,peor
218,8,Torneo de Vatican City,1,3484137.0,mejor
218,8,Torneo de Cambodia,1,3826954.0,peor
600,15,Torneo de Nauru,5,956.0,mejor
600,15,Torneo de Ivory Coast,1,869.0,peor
287,8,Torneo de Suriname,1,3483548.0,mejor
287,8,Torneo de Rwanda,1,3827918.0,peor
422,11,Torneo de Kazakhstan,1,46106.0,mejor
422,11,Torneo de Bahrain,1,50679.0,peor
274,7,Torneo de Belarus,1,1608306.0,mejor
274,7,Torneo de Mauritius,1,1768547.0,peor
474,12,Torneo de Madagascar,1,481375.0,mejor
474,12,Torneo de Botswana,1,529033.0,peor
682,17,Torneo de Fiji,8,2518.0,mejor
682,17,Torneo de Kiribati,3,2293.0,peor
40,1,Torneo de Guinea-Bissau,1,9761.0,mejor
40,1,Torneo de Guyana,1,10736.0,peor
635,16,Torneo de Tunisia,9,1996.0,mejor
635,16,Torneo de Philippines,10,1814.0,peor
382,10,Torneo de Dominica,1,12100.0,mejor
382,10,Torneo de Ecuador,1,13304.0,peor
692,18,Torneo de Chad,3,7905.0,mejor
692,18,Torneo de Myanmar,3,7187.0,peor
669,17,Torneo de United States,6,2520.0,mejor
669,17,Torneo de Vatican City,2,2291.0,peor
